1229	4198	-1
1229	4260	-1
1229	4267	-1
1229	4269	-1
1229	4367	-1
1229	4413	-1
1229	4428	-1
1229	4431	-1
1229	4474	-1
1229	4495	-1
1229	4531	-1
1229	4554	-1
1229	4566	-1
1229	4668	-1
1229	4746	1
1229	4790	1
1229	4813	-1
1230	4197	-1
1230	4268	-1
1230	4276	-1
1230	4281	-1
1230	4283	1
1230	4418	-1
1230	4442	-1
1230	4445	-1
1230	4539	-1
1230	4572	-1
1230	4599	-1
1230	4608	-1
1230	4671	-1
1230	4694	-1
1230	4695	-1
1230	4705	-1
1230	4735	-1
1230	4767	-1
1234	4185	1
1234	4212	-1
1234	4498	-1
1234	4507	1
1234	4563	-1
1234	4604	-1
1234	4671	-1
1234	4726	-1
1235	4167	-1
1235	4180	-1
1235	4197	-1
1235	4216	-1
1235	4221	-1
1235	4230	-1
1235	4252	-1
1235	4255	-1
1235	4256	-1
1235	4259	-1
1235	4261	-1
1235	4266	-1
1235	4267	-1
1235	4276	-1
1235	4281	-1
1235	4298	-1
1235	4304	-1
1235	4310	-1
1235	4315	-1
1235	4332	-1
1235	4335	-1
1235	4343	-1
1235	4347	-1
1235	4359	-1
1235	4360	-1
1235	4369	-1
1235	4379	-1
1235	4389	-1
1235	4408	-1
1235	4410	-1
1235	4413	-1
1235	4417	-1
1235	4418	-1
1235	4421	-1
1235	4425	-1
1235	4428	-1
1235	4449	-1
1235	4460	-1
1235	4461	-1
1235	4463	-1
1235	4472	-1
1235	4485	-1
1235	4488	-1
1235	4493	-1
1235	4495	-1
1235	4498	-1
1235	4505	-1
1235	4513	-1
1235	4516	-1
1235	4526	-1
1235	4531	-1
1235	4540	-1
1235	4545	-1
1235	4560	-1
1235	4567	-1
1235	4584	-1
1235	4599	-1
1235	4606	-1
1235	4608	-1
1235	4612	-1
1235	4625	-1
1235	4649	-1
1235	4657	-1
1235	4662	-1
1235	4663	-1
1235	4668	-1
1235	4671	-1
1235	4680	1
1235	4687	-1
1235	4689	-1
1235	4690	-1
1235	4694	-1
1235	4698	-1
1235	4715	-1
1235	4732	-1
1235	4735	-1
1235	4767	-1
1235	4797	-1
1235	4804	-1
1235	4805	-1
1236	4175	-1
1236	4202	-1
1236	4215	-1
1236	4221	-1
1236	4246	-1
1236	4258	-1
1236	4261	-1
1236	4268	-1
1236	4269	-1
1236	4295	-1
1236	4298	-1
1236	4325	-1
1236	4340	-1
1236	4347	-1
1236	4359	-1
1236	4369	-1
1236	4408	-1
1236	4417	-1
1236	4425	-1
1236	4485	-1
1236	4488	-1
1236	4489	-1
1236	4498	-1
1236	4546	-1
1236	4563	-1
1236	4586	-1
1236	4599	-1
1236	4611	-1
1236	4620	-1
1236	4629	-1
1236	4647	-1
1236	4649	-1
1236	4662	-1
1236	4687	-1
1236	4689	-1
1236	4715	-1
1236	4726	-1
1236	4767	1
1236	4769	-1
1236	4811	-1
1240	4197	-1
1240	4199	-1
1240	4221	-1
1240	4243	-1
1240	4267	-1
1240	4268	-1
1240	4310	-1
1240	4364	-1
1240	4395	-1
1240	4410	-1
1240	4417	-1
1240	4439	1
1240	4546	-1
1240	4599	-1
1240	4649	-1
1240	4735	-1
1240	4777	-1
1241	4168	-1
1241	4202	-1
1241	4252	-1
1241	4254	-1
1241	4256	-1
1241	4260	-1
1241	4269	-1
1241	4275	1
1241	4298	-1
1241	4303	-1
1241	4315	-1
1241	4323	-1
1241	4334	-1
1241	4347	-1
1241	4382	-1
1241	4390	-1
1241	4406	-1
1241	4413	-1
1241	4417	-1
1241	4449	-1
1241	4450	-1
1241	4474	-1
1241	4488	-1
1241	4496	-1
1241	4497	-1
1241	4513	-1
1241	4516	-1
1241	4533	-1
1241	4546	-1
1241	4552	-1
1241	4563	-1
1241	4574	-1
1241	4612	-1
1241	4622	-1
1241	4625	-1
1241	4629	-1
1241	4705	-1
1241	4760	-1
1241	4777	-1
1241	4800	-1
1241	4813	-1
1242	4167	-1
1242	4168	-1
1242	4179	-1
1242	4180	-1
1242	4190	-1
1242	4192	-1
1242	4198	-1
1242	4202	-1
1242	4205	-1
1242	4210	-1
1242	4215	-1
1242	4216	-1
1242	4242	-1
1242	4246	-1
1242	4257	-1
1242	4265	-1
1242	4267	-1
1242	4268	-1
1242	4269	-1
1242	4271	-1
1242	4276	-1
1242	4279	-1
1242	4281	-1
1242	4298	-1
1242	4319	-1
1242	4327	-1
1242	4328	-1
1242	4332	-1
1242	4340	-1
1242	4346	-1
1242	4359	-1
1242	4360	-1
1242	4364	-1
1242	4380	-1
1242	4382	-1
1242	4389	-1
1242	4399	-1
1242	4407	-1
1242	4417	-1
1242	4418	-1
1242	4431	-1
1242	4442	1
1242	4456	-1
1242	4457	-1
1242	4459	-1
1242	4495	-1
1242	4506	-1
1242	4510	-1
1242	4545	-1
1242	4563	-1
1242	4566	-1
1242	4568	-1
1242	4584	-1
1242	4599	-1
1242	4604	-1
1242	4624	-1
1242	4629	-1
1242	4632	-1
1242	4633	-1
1242	4647	-1
1242	4662	-1
1242	4664	-1
1242	4668	-1
1242	4671	-1
1242	4672	-1
1242	4689	-1
1242	4694	-1
1242	4709	-1
1242	4712	-1
1242	4713	-1
1242	4718	-1
1242	4735	-1
1242	4755	-1
1242	4769	-1
1242	4770	-1
1242	4771	-1
1242	4776	-1
1242	4781	-1
1242	4795	-1
1242	4805	-1
1244	4167	-1
1244	4172	-1
1244	4180	-1
1244	4198	-1
1244	4206	-1
1244	4234	-1
1244	4252	1
1244	4255	-1
1244	4267	-1
1244	4325	-1
1244	4409	-1
1244	4413	-1
1244	4425	-1
1244	4448	-1
1244	4456	-1
1244	4496	-1
1244	4506	-1
1244	4516	-1
1244	4539	-1
1244	4544	-1
1244	4564	-1
1244	4572	-1
1244	4579	-1
1244	4584	-1
1244	4608	-1
1244	4612	-1
1244	4616	-1
1244	4629	-1
1244	4638	-1
1244	4641	-1
1244	4655	-1
1244	4660	-1
1244	4662	-1
1244	4680	-1
1244	4687	-1
1244	4689	-1
1244	4706	-1
1244	4755	-1
1244	4775	1
1245	4167	-1
1245	4172	-1
1245	4180	-1
1245	4198	-1
1245	4205	-1
1245	4210	-1
1245	4215	-1
1245	4221	-1
1245	4224	-1
1245	4229	-1
1245	4234	-1
1245	4243	-1
1245	4246	-1
1245	4281	-1
1245	4282	-1
1245	4286	-1
1245	4308	-1
1245	4310	-1
1245	4315	-1
1245	4343	-1
1245	4347	-1
1245	4360	-1
1245	4372	-1
1245	4373	-1
1245	4376	-1
1245	4390	-1
1245	4394	-1
1245	4399	-1
1245	4403	-1
1245	4407	-1
1245	4408	-1
1245	4412	-1
1245	4417	-1
1245	4418	-1
1245	4421	-1
1245	4425	-1
1245	4428	-1
1245	4429	-1
1245	4433	-1
1245	4435	-1
1245	4438	-1
1245	4440	-1
1245	4445	-1
1245	4476	-1
1245	4485	-1
1245	4488	-1
1245	4498	-1
1245	4499	-1
1245	4514	-1
1245	4516	-1
1245	4542	-1
1245	4546	-1
1245	4555	-1
1245	4561	-1
1245	4563	-1
1245	4564	-1
1245	4568	-1
1245	4569	-1
1245	4572	-1
1245	4574	-1
1245	4579	-1
1245	4599	-1
1245	4611	-1
1245	4612	-1
1245	4634	-1
1245	4657	-1
1245	4664	-1
1245	4668	-1
1245	4671	-1
1245	4674	-1
1245	4687	-1
1245	4689	-1
1245	4715	-1
1245	4718	-1
1245	4734	-1
1245	4755	-1
1245	4757	-1
1245	4766	-1
1245	4770	1
1245	4777	-1
1246	4273	1
1246	4757	-1
1246	4760	-1
1246	4771	-1
1247	4168	-1
1247	4197	-1
1247	4206	-1
1247	4222	-1
1247	4230	-1
1247	4242	-1
1247	4243	-1
1247	4261	-1
1247	4268	-1
1247	4298	-1
1247	4310	-1
1247	4321	1
1247	4340	-1
1247	4343	-1
1247	4376	-1
1247	4417	-1
1247	4431	-1
1247	4442	-1
1247	4459	-1
1247	4470	-1
1247	4485	-1
1247	4513	-1
1247	4554	-1
1247	4564	-1
1247	4599	-1
1247	4647	-1
1247	4659	-1
1247	4676	-1
1247	4690	-1
1247	4712	-1
1247	4715	-1
1247	4734	1
1247	4767	-1
1247	4770	-1
1247	4803	-1
1247	4813	-1
1248	4167	-1
1248	4181	-1
1248	4197	-1
1248	4346	-1
1248	4406	1
1248	4461	-1
1248	4474	-1
1248	4496	-1
1248	4520	-1
1248	4532	-1
1248	4533	-1
1248	4611	-1
1248	4622	-1
1248	4624	-1
1248	4625	-1
1248	4674	-1
1248	4746	-1
1248	4755	-1
1248	4791	-1
1248	4805	-1
1250	4172	-1
1250	4180	-1
1250	4205	-1
1250	4215	-1
1250	4221	-1
1250	4224	-1
1250	4267	-1
1250	4278	-1
1250	4281	-1
1250	4355	-1
1250	4379	1
1250	4389	-1
1250	4403	-1
1250	4408	-1
1250	4418	-1
1250	4450	-1
1250	4466	-1
1250	4472	-1
1250	4478	-1
1250	4505	-1
1250	4513	-1
1250	4554	-1
1250	4560	-1
1250	4572	-1
1250	4574	-1
1250	4611	-1
1250	4612	-1
1250	4622	-1
1250	4629	-1
1250	4634	-1
1250	4680	-1
1250	4690	-1
1250	4694	-1
1250	4732	-1
1250	4767	-1
1252	4167	-1
1252	4172	-1
1252	4180	-1
1252	4198	-1
1252	4238	-1
1252	4243	-1
1252	4246	-1
1252	4254	-1
1252	4262	-1
1252	4265	-1
1252	4308	-1
1252	4315	-1
1252	4328	-1
1252	4340	-1
1252	4343	-1
1252	4347	-1
1252	4372	-1
1252	4379	-1
1252	4382	-1
1252	4389	-1
1252	4412	-1
1252	4425	-1
1252	4438	-1
1252	4457	-1
1252	4514	-1
1252	4566	-1
1252	4574	-1
1252	4580	-1
1252	4599	-1
1252	4625	-1
1252	4633	1
1252	4647	-1
1252	4662	-1
